,CountryName,RegionName,Date,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6_Facial Coverings,GeoID
1215,Aruba,,2020-08-01,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,Aruba__
1216,Afghanistan,,2020-08-01,0.0,3.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,Afghanistan__
1217,Angola,,2020-08-01,3.0,3.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,Angola__
1218,Anguilla,,2020-08-01,3.0,3.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,3.0,2.0,0.0,Anguilla__
1219,Albania,,2020-08-01,0.0,3.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,Albania__
1220,Andorra,,2020-08-01,3.0,3.0,0.0,4.0,0.0,3.0,2.0,0.0,2.0,3.0,0.0,0.0,Andorra__
1221,United Arab Emirates,,2020-08-01,0.0,3.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,United Arab Emirates__
1222,Argentina,,2020-08-01,3.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,Argentina__
1223,Australia,,2020-08-01,3.0,3.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,Australia__
1224,Austria,,2020-08-01,0.0,3.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,Austria__
1225,Azerbaijan,,2020-08-01,3.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,Azerbaijan__
1226,Burundi,,2020-08-01,3.0,3.0,0.0,0.0,2.0,0.0,2.0,4.0,0.0,3.0,0.0,0.0,Burundi__
1227,Belgium,,2020-08-01,0.0,3.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,Belgium__
1228,Benin,,2020-08-01,0.0,3.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,Benin__
1229,Burkina Faso,,2020-08-01,3.0,3.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,Burkina Faso__
1230,Bangladesh,,2020-08-01,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,Bangladesh__
1231,Bulgaria,,2020-08-01,0.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,Bulgaria__
1232,Bahrain,,2020-08-01,0.0,3.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,Bahrain__
1233,Bosnia and Herzegovina,,2020-08-01,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,Bosnia and Herzegovina__
1234,Belarus,,2020-08-01,0.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,Belarus__
1235,Belize,,2020-08-01,3.0,3.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,Belize__
1236,Bermuda,,2020-08-01,3.0,3.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,Bermuda__
1237,Bolivia,,2020-08-01,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,Bolivia__
1238,Brazil,,2020-08-01,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,Brazil__
1239,Barbados,,2020-08-01,3.0,3.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,0.0,Barbados__
1240,Brunei,,2020-08-01,3.0,3.0,0.0,4.0,2.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,Brunei__
1241,Bhutan,,2020-08-01,3.0,3.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,Bhutan__
1242,Botswana,,2020-08-01,3.0,3.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,Botswana__
1243,Central African Republic,,2020-08-01,0.0,3.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,Central African Republic__
1244,Canada,,2020-08-01,0.0,3.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,Canada__
1245,Switzerland,,2020-08-01,0.0,3.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,Switzerland__
1246,Chile,,2020-08-01,3.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,Chile__
1247,China,,2020-08-01,3.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,China__
1248,Cote d'Ivoire,,2020-08-01,0.0,3.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,Cote d'Ivoire__
1249,Cameroon,,2020-08-01,0.0,3.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Cameroon__
1250,Democratic Republic of Congo,,2020-08-01,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,Democratic Republic of Congo__
1251,Congo,,2020-08-01,0.0,3.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,Congo__
1252,Colombia,,2020-08-01,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,Colombia__
1253,Comoros,,2020-08-01,3.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,4.0,Comoros__
1254,Cape Verde,,2020-08-01,3.0,3.0,0.0,4.0,0.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,Cape Verde__
1255,Costa Rica,,2020-08-01,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,Costa Rica__
1256,Cuba,,2020-08-01,0.0,3.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,Cuba__
1257,Cayman Islands,,2020-08-01,0.0,3.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Cayman Islands__
1258,Cyprus,,2020-08-01,3.0,3.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,Cyprus__
1259,Czech Republic,,2020-08-01,0.0,3.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,Czech Republic__
1260,Germany,,2020-08-01,0.0,3.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,Germany__
1261,Djibouti,,2020-08-01,0.0,3.0,0.0,4.0,2.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,Djibouti__
1262,Dominica,,2020-08-01,0.0,3.0,0.0,4.0,2.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,Dominica__
1263,Denmark,,2020-08-01,0.0,3.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,Denmark__
1264,Dominican Republic,,2020-08-01,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,Dominican Republic__
1265,Algeria,,2020-08-01,3.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,Algeria__
1266,Ecuador,,2020-08-01,0.0,3.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,Ecuador__
1267,Egypt,,2020-08-01,0.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,Egypt__
