,CountryName,RegionName,Date,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6_Facial Coverings,GeoID
0,Aruba,,2020-08-01,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,3.0,2.0,0.0,Aruba__
1,Afghanistan,,2020-08-01,0.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,0.0,3.0,2.0,0.0,Afghanistan__
2,Angola,,2020-08-01,0.0,3.0,0.0,0.0,2.0,3.0,0.0,4.0,0.0,3.0,2.0,0.0,Angola__
3,Anguilla,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,4.0,2.0,3.0,2.0,0.0,Anguilla__
4,Albania,,2020-08-01,0.0,3.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,3.0,2.0,0.0,Albania__
5,Andorra,,2020-08-01,0.0,3.0,0.0,0.0,2.0,3.0,0.0,4.0,0.0,3.0,2.0,0.0,Andorra__
6,United Arab Emirates,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,3.0,0.0,0.0,United Arab Emirates__
7,Argentina,,2020-08-01,0.0,3.0,0.0,0.0,2.0,3.0,0.0,4.0,0.0,3.0,0.0,0.0,Argentina__
8,Australia,,2020-08-01,0.0,3.0,0.0,0.0,2.0,3.0,0.0,4.0,0.0,3.0,0.0,0.0,Australia__
9,Austria,,2020-08-01,0.0,3.0,0.0,0.0,2.0,3.0,0.0,4.0,0.0,3.0,2.0,0.0,Austria__
10,Azerbaijan,,2020-08-01,0.0,3.0,0.0,0.0,2.0,3.0,0.0,4.0,0.0,3.0,0.0,0.0,Azerbaijan__
11,Burundi,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,3.0,2.0,0.0,Burundi__
12,Belgium,,2020-08-01,0.0,3.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,3.0,2.0,0.0,Belgium__
